dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1483228800,2017-01-01 00:00:00 +0000 UTC,2950159,,,,276.64,276.15,277.15,1023,,,86,4,240,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483232400,2017-01-01 01:00:00 +0000 UTC,2950159,,,,276.13,275.15,277.15,1022,,,86,3,220,,,,,,,,,75,803,Clouds,broken clouds,04n
1483236000,2017-01-01 02:00:00 +0000 UTC,2950159,,,,275.99,275.15,277.15,1022,,,86,3,230,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483239600,2017-01-01 03:00:00 +0000 UTC,2950159,,,,276.13,275.15,277.15,1021,,,80,4,230,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483243200,2017-01-01 04:00:00 +0000 UTC,2950159,,,,276.13,275.15,277.15,1020,,,80,4,240,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483246800,2017-01-01 05:00:00 +0000 UTC,2950159,,,,276.13,275.15,277.15,1019,,,80,3,230,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483250400,2017-01-01 06:00:00 +0000 UTC,2950159,,,,276.13,275.15,277.15,1019,,,80,3,220,,,,,,,,,90,804,Clouds,overcast clouds,04n
1483254000,2017-01-01 07:00:00 +0000 UTC,2950159,,,,275.13,274.15,276.15,1018,,,86,3,210,,,,,,,,,75,803,Clouds,broken clouds,04n
1483257600,2017-01-01 08:00:00 +0000 UTC,2950159,,,,274.62,273.15,276.15,1018,,,88,4,220,,,,,,,,,75,803,Clouds,broken clouds,04d
1483261200,2017-01-01 09:00:00 +0000 UTC,2950159,,,,274.62,273.15,276.15,1018,,,86,5,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1483264800,2017-01-01 10:00:00 +0000 UTC,2950159,,,,275.11,273.15,277.15,1017,,,80,4,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1483268400,2017-01-01 11:00:00 +0000 UTC,2950159,,,,276.13,275.15,277.15,1017,,,80,3,230,,,,,,,,,75,803,Clouds,broken clouds,04d
1483272000,2017-01-01 12:00:00 +0000 UTC,2950159,,,,276.64,276.15,277.15,1016,,,80,6,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1483275600,2017-01-01 13:00:00 +0000 UTC,2950159,,,,276.64,276.15,277.15,1016,,,80,5,250,,,,,,,,,75,803,Clouds,broken clouds,04d
1483279200,2017-01-01 14:00:00 +0000 UTC,2950159,,,,276.64,276.15,277.15,1015,,,80,5,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1483282800,2017-01-01 15:00:00 +0000 UTC,2950159,,,,276.13,275.15,277.15,1015,,,80,6,240,,,,,,,,,75,803,Clouds,broken clouds,04d
1483286400,2017-01-01 16:00:00 +0000 UTC,2950159,,,,276.13,275.15,277.15,1015,,,80,4,220,,,,,,,,,75,803,Clouds,broken clouds,04n
1483290000,2017-01-01 17:00:00 +0000 UTC,2950159,,,,275.64,275.15,276.15,1015,,,96,3,210,,,,,,,,,75,803,Clouds,broken clouds,04n
1483293600,2017-01-01 18:00:00 +0000 UTC,2950159,,,,275.64,275.15,276.15,1014,,,96,3,210,,,,,,,,,75,803,Clouds,broken clouds,04n
1483297200,2017-01-01 19:00:00 +0000 UTC,2950159,,,,275.13,274.15,276.15,1014,,,96,4,210,,,,,,,,,75,803,Clouds,broken clouds,04n
1483300800,2017-01-01 20:00:00 +0000 UTC,2950159,,,,274.64,274.15,275.15,1014,,,80,3,200,,,,,,,,,75,803,Clouds,broken clouds,04n
1483304400,2017-01-01 21:00:00 +0000 UTC,2950159,,,,274.64,274.15,275.15,1014,,,74,3,220,,,,,,,,,75,803,Clouds,broken clouds,04n
1483308000,2017-01-01 22:00:00 +0000 UTC,2950159,,,,273.64,273.15,274.15,1014,,,80,4,260,,,,,,,,,75,803,Clouds,broken clouds,04n
1483311600,2017-01-01 23:00:00 +0000 UTC,2950159,,,,273.13,272.15,274.15,1014,,,80,4,270,,,,,,,,,75,803,Clouds,broken clouds,04n
1483315200,2017-01-02 00:00:00 +0000 UTC,2950159,,,,273.64,273.15,274.15,1013,,,80,4,260,,,,,,,,,75,803,Clouds,broken clouds,04n
1483318800,2017-01-02 01:00:00 +0000 UTC,2950159,,,,273.15,273.15,273.15,1013,,,95,6,270,,,,,,,,,75,600,Snow,light snow,13n
1483322400,2017-01-02 02:00:00 +0000 UTC,2950159,,,,272.15,272.15,272.15,1013,,,100,5,260,,,,,,,,,75,600,Snow,light snow,13n
1483326000,2017-01-02 03:00:00 +0000 UTC,2950159,,,,273.15,273.15,273.15,1013,,,92,4,270,,,,,,,,,90,600,Snow,light snow,13n
1483329600,2017-01-02 04:00:00 +0000 UTC,2950159,,,,273.15,273.15,273.15,1013,,,92,4,270,,,,,,,,,90,600,Snow,light snow,13n
1483333200,2017-01-02 05:00:00 +0000 UTC,2950159,,,,273.15,273.15,273.15,1013,,,96,4,280,,,,,,,,,90,600,Snow,light snow,13n
1483336800,2017-01-02 06:00:00 +0000 UTC,2950159,,,,273.15,273.15,273.15,1013,,,96,5,270,,,,,,,,,90,701,Mist,mist,50n
1483336800,2017-01-02 06:00:00 +0000 UTC,2950159,,,,273.15,273.15,273.15,1013,,,96,5,270,,,,,,,,,90,600,Snow,light snow,13n
1483340400,2017-01-02 07:00:00 +0000 UTC,2950159,,,,273.64,273.15,274.15,1013,,,96,5,270,,,,,,,,,75,701,Mist,mist,50n
1483344000,2017-01-02 08:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1013,,,100,4,270,,,,,,,,,75,701,Mist,mist,50d
1483347600,2017-01-02 09:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1014,,,100,4,280,,,,,,,,,75,701,Mist,mist,50d
1483351200,2017-01-02 10:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1014,,,100,3,290,,,,,,,,,75,701,Mist,mist,50d
1483351200,2017-01-02 10:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1014,,,100,3,290,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1483354800,2017-01-02 11:00:00 +0000 UTC,2950159,,,,274.64,274.15,275.15,1014,,,93,3,280,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1483358400,2017-01-02 12:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1014,,,100,4,290,,,,,,,,,75,300,Drizzle,light intensity drizzle,09d
1483362000,2017-01-02 13:00:00 +0000 UTC,2950159,,,,275.64,275.15,276.15,1014,,,86,4,300,,,,,,,,,75,500,Rain,light rain,10d
1483365600,2017-01-02 14:00:00 +0000 UTC,2950159,,,,275.64,275.15,276.15,1015,,,93,3,320,,,,,,,,,75,803,Clouds,broken clouds,04d
1483369200,2017-01-02 15:00:00 +0000 UTC,2950159,,,,275.64,275.15,276.15,1015,,,91,3,300,,,,,,,,,75,803,Clouds,broken clouds,04d
1483372800,2017-01-02 16:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1016,,,80,3,290,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483376400,2017-01-02 17:00:00 +0000 UTC,2950159,,,,273.64,273.15,274.15,1017,,,80,2,300,,,,,,,,,20,801,Clouds,few clouds,02n
1483380000,2017-01-02 18:00:00 +0000 UTC,2950159,,,,272.66,272.15,273.15,1017,,,92,2,280,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483383600,2017-01-02 19:00:00 +0000 UTC,2950159,,,,271.66,271.15,272.15,1018,,,92,3,270,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483387200,2017-01-02 20:00:00 +0000 UTC,2950159,,,,271.66,271.15,272.15,1018,,,92,3,270,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483390800,2017-01-02 21:00:00 +0000 UTC,2950159,,,,270.64,270.15,271.15,1018,,,92,3,260,,,,,,,,,20,801,Clouds,few clouds,02n
1483394400,2017-01-02 22:00:00 +0000 UTC,2950159,,,,271.13,270.15,272.15,1018,,,92,4,250,,,,,,,,,20,801,Clouds,few clouds,02n
1483398000,2017-01-02 23:00:00 +0000 UTC,2950159,,,,271.64,271.15,272.15,1018,,,100,4,250,,,,,,,,,75,803,Clouds,broken clouds,04n
1483401600,2017-01-03 00:00:00 +0000 UTC,2950159,,,,272.64,272.15,273.15,1017,,,90,5,250,,,,,,,,,75,600,Snow,light snow,13n
1483405200,2017-01-03 01:00:00 +0000 UTC,2950159,,,,273.15,273.15,273.15,1017,,,90,5,260,,,,,,,,,75,600,Snow,light snow,13n
1483408800,2017-01-03 02:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1017,,,100,5,280,,,,,,,,,75,600,Snow,light snow,13n
1483412400,2017-01-03 03:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1017,,,100,5,270,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1483412400,2017-01-03 03:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1017,,,100,5,270,,,,,,,,,75,600,Snow,light snow,13n
1483416000,2017-01-03 04:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1017,,,100,6,270,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1483416000,2017-01-03 04:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1017,,,100,6,270,,,,,,,,,75,600,Snow,light snow,13n
1483419600,2017-01-03 05:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1016,,,93,6,270,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1483423200,2017-01-03 06:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1016,,,93,5,270,,,,,,,,,75,803,Clouds,broken clouds,04n
1483426800,2017-01-03 07:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1016,,,93,5,270,,,,,,,,,75,500,Rain,light rain,10n
1483426800,2017-01-03 07:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1016,,,93,5,270,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1483430400,2017-01-03 08:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1016,,,93,7,260,,,,,,,,,75,500,Rain,light rain,10d
1483434000,2017-01-03 09:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1016,,,93,7,260,,,,,,,,,75,500,Rain,light rain,10d
1483437600,2017-01-03 10:00:00 +0000 UTC,2950159,,,,276.15,276.15,276.15,1016,,,93,8,260,,,,,,,,,75,500,Rain,light rain,10d
1483441200,2017-01-03 11:00:00 +0000 UTC,2950159,,,,276.15,276.15,276.15,1015,,,93,8,260,,,,,,,,,75,500,Rain,light rain,10d
1483444800,2017-01-03 12:00:00 +0000 UTC,2950159,,,,276.15,276.15,276.15,1015,,,93,8,260,,,,,,,,,75,803,Clouds,broken clouds,04d
1483448400,2017-01-03 13:00:00 +0000 UTC,2950159,,,,276.15,276.15,276.15,1013,,,93,8,250,,,,,,,,,75,500,Rain,light rain,10d
1483452000,2017-01-03 14:00:00 +0000 UTC,2950159,,,,276.15,276.15,276.15,1013,,,93,8,250,,,,,,,,,75,500,Rain,light rain,10d
1483455600,2017-01-03 15:00:00 +0000 UTC,2950159,,,,276.64,276.15,277.15,1011,,,86,9,260,,,,,,,,,75,500,Rain,light rain,10d
1483459200,2017-01-03 16:00:00 +0000 UTC,2950159,,,,276.64,276.15,277.15,1011,,,86,9,260,,,,,,,,,75,500,Rain,light rain,10n
1483462800,2017-01-03 17:00:00 +0000 UTC,2950159,,,,277.15,277.15,277.15,1010,,,86,9,260,,,,,,,,,75,500,Rain,light rain,10n
1483466400,2017-01-03 18:00:00 +0000 UTC,2950159,,,,276.64,276.15,277.15,1009,,,86,10,260,,,,,,,,,92,500,Rain,light rain,10n
1483470000,2017-01-03 19:00:00 +0000 UTC,2950159,,,,275.64,275.15,276.15,1008,,,93,10,250,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1483470000,2017-01-03 19:00:00 +0000 UTC,2950159,,,,275.64,275.15,276.15,1008,,,93,10,250,,,,,,,,,75,500,Rain,light rain,10n
1483473600,2017-01-03 20:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1007,,,100,10,250,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1483473600,2017-01-03 20:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1007,,,100,10,250,,,,,,,,,75,500,Rain,light rain,10n
1483477200,2017-01-03 21:00:00 +0000 UTC,2950159,,,,275.64,275.15,276.15,1006,,,93,10,250,,,,,,,,,75,500,Rain,light rain,10n
1483477200,2017-01-03 21:00:00 +0000 UTC,2950159,,,,275.64,275.15,276.15,1006,,,93,10,250,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1483480800,2017-01-03 22:00:00 +0000 UTC,2950159,,,,276.64,276.15,277.15,1004,,,86,10,260,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1483484400,2017-01-03 23:00:00 +0000 UTC,2950159,,,,277.15,277.15,277.15,1003,,,86,11,260,,,,,,,,,75,300,Drizzle,light intensity drizzle,09n
1483484400,2017-01-03 23:00:00 +0000 UTC,2950159,,,,277.15,277.15,277.15,1003,,,86,11,260,,,,,,,,,75,500,Rain,light rain,10n
1483488000,2017-01-04 00:00:00 +0000 UTC,2950159,,,,277.15,277.15,277.15,1001,,,93,12,250,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1483491600,2017-01-04 01:00:00 +0000 UTC,2950159,,,,277.64,277.15,278.15,999,,,86,13,260,,,,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1483491600,2017-01-04 01:00:00 +0000 UTC,2950159,,,,277.64,277.15,278.15,999,,,86,13,260,,,,,,,,,75,500,Rain,light rain,10n
1483495200,2017-01-04 02:00:00 +0000 UTC,2950159,,,,277.66,277.15,278.15,1000,,,93,8,290,,,,,,,,,75,501,Rain,moderate rain,10n
1483498800,2017-01-04 03:00:00 +0000 UTC,2950159,,,,275.13,274.15,276.15,999,,,93,9,260,,,,,,,,,90,520,Rain,light intensity shower rain,09n
1483502400,2017-01-04 04:00:00 +0000 UTC,2950159,,,,276.15,276.15,276.15,999,,,86,8,270,,,,,,,,,75,500,Rain,light rain,10n
1483506000,2017-01-04 05:00:00 +0000 UTC,2950159,,,,276.15,276.15,276.15,998,,,86,8,280,,,,,,,,,20,500,Rain,light rain,10n
1483509600,2017-01-04 06:00:00 +0000 UTC,2950159,,,,276.15,276.15,276.15,997,,,94,9,270,,,,,,,,,20,801,Clouds,few clouds,02n
1483513200,2017-01-04 07:00:00 +0000 UTC,2950159,,,,276.64,276.15,277.15,997,,,80,10,270,,,,,,,,,75,500,Rain,light rain,10n
1483516800,2017-01-04 08:00:00 +0000 UTC,2950159,,,,277.15,277.15,277.15,997,,,80,10,270,,,,,,,,,75,803,Clouds,broken clouds,04d
1483520400,2017-01-04 09:00:00 +0000 UTC,2950159,,,,277.15,277.15,277.15,996,,,80,10,270,,,,,,,,,75,803,Clouds,broken clouds,04d
1483524000,2017-01-04 10:00:00 +0000 UTC,2950159,,,,277.15,277.15,277.15,996,,,80,11,270,,,,,,,,,75,803,Clouds,broken clouds,04d
1483527600,2017-01-04 11:00:00 +0000 UTC,2950159,,,,277.15,277.15,277.15,997,,,80,9,280,,,,,,,,,75,520,Rain,light intensity shower rain,09d
1483531200,2017-01-04 12:00:00 +0000 UTC,2950159,,,,276.66,276.15,277.15,997,,,86,11,280,,,,,,,,,75,521,Rain,proximity shower rain,09d
1483534800,2017-01-04 13:00:00 +0000 UTC,2950159,,,,277.15,277.15,277.15,997,,,86,8,280,,,,,,,,,75,520,Rain,light intensity shower rain,09d
1483538400,2017-01-04 14:00:00 +0000 UTC,2950159,,,,274.64,274.15,275.15,998,,,91,6,310,,,,,,,,,40,620,Snow,light shower snow,13d
1483542000,2017-01-04 15:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1000,,,94,4,310,,,,,,,,,20,801,Clouds,few clouds,02d
1483545600,2017-01-04 16:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1001,,,94,4,320,,,,,,,,,75,803,Clouds,broken clouds,04n
1483549200,2017-01-04 17:00:00 +0000 UTC,2950159,,,,275.15,275.15,275.15,1003,,,80,5,320,,,,,,,,,40,620,Snow,light shower snow,13n
1483552800,2017-01-04 18:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1004,,,86,6,340,,,,,,,,,75,620,Snow,light shower snow,13n
1483556400,2017-01-04 19:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1005,,,88,4,320,,,,,,,,,75,620,Snow,light shower snow,13n
1483560000,2017-01-04 20:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1006,,,86,4,320,,,,,,,,,75,803,Clouds,broken clouds,04n
1483563600,2017-01-04 21:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1008,,,86,3,320,,,,,,,,,75,803,Clouds,broken clouds,04n
1483567200,2017-01-04 22:00:00 +0000 UTC,2950159,,,,274.15,274.15,274.15,1009,,,86,4,320,,,,,,,,,75,600,Snow,light snow,13n
1483570800,2017-01-04 23:00:00 +0000 UTC,2950159,,,,273.15,273.15,273.15,1010,,,91,3,340,,,,,,,,,40,521,Rain,proximity shower rain,09n
1483574400,2017-01-05 00:00:00 +0000 UTC,2950159,,,,273.15,273.15,273.15,1012,,,91,3,340,,,,,,,,,75,803,Clouds,broken clouds,04n
1483578000,2017-01-05 01:00:00 +0000 UTC,2950159,,,,272.64,272.15,273.15,1013,,,91,5,360,,,,,,,,,75,621,Snow,shower snow,13n
1483581600,2017-01-05 02:00:00 +0000 UTC,2950159,,,,273.15,273.15,273.15,1014,,,91,4,350,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483585200,2017-01-05 03:00:00 +0000 UTC,2950159,,,,272.15,272.15,272.15,1016,,,86,4,350,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483588800,2017-01-05 04:00:00 +0000 UTC,2950159,,,,272.15,272.15,272.15,1017,,,86,3,340,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483592400,2017-01-05 05:00:00 +0000 UTC,2950159,,,,272.15,272.15,272.15,1018,,,80,4,340,,,,,,,,,75,620,Snow,light shower snow,13n
1483596000,2017-01-05 06:00:00 +0000 UTC,2950159,,,,271.66,271.15,272.15,1020,,,86,4,350,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483599600,2017-01-05 07:00:00 +0000 UTC,2950159,,,,271.15,271.15,271.15,1021,,,86,4,340,,,,,,,,,20,801,Clouds,few clouds,02n
1483603200,2017-01-05 08:00:00 +0000 UTC,2950159,,,,271.15,271.15,271.15,1022,,,79,4,340,,,,,,,,,20,620,Snow,light shower snow,13d
1483606800,2017-01-05 09:00:00 +0000 UTC,2950159,,,,270.64,270.15,271.15,1024,,,79,3,350,,,,,,,,,75,622,Snow,heavy shower snow,13d
1483610400,2017-01-05 10:00:00 +0000 UTC,2950159,,,,270.64,270.15,271.15,1026,,,79,4,350,,,,,,,,,40,620,Snow,light shower snow,13d
1483614000,2017-01-05 11:00:00 +0000 UTC,2950159,,,,271.64,271.15,272.15,1026,,,63,5,360,,,,,,,,,75,803,Clouds,broken clouds,04d
1483617600,2017-01-05 12:00:00 +0000 UTC,2950159,,,,271.64,271.15,272.15,1027,,,50,6,10,,,,,,,,,40,802,Clouds,scattered clouds,03d
1483621200,2017-01-05 13:00:00 +0000 UTC,2950159,,,,271.64,271.15,272.15,1028,,,50,3,0,,,,,,,,,40,521,Rain,proximity shower rain,09d
1483624800,2017-01-05 14:00:00 +0000 UTC,2950159,,,,271.15,271.15,271.15,1029,,,54,5,10,,,,,,,,,40,521,Rain,proximity shower rain,09d
1483628400,2017-01-05 15:00:00 +0000 UTC,2950159,,,,270.15,270.15,270.15,1031,,,68,6,350,,,,,,,,,40,521,Rain,proximity shower rain,09d
1483632000,2017-01-05 16:00:00 +0000 UTC,2950159,,,,269.15,269.15,269.15,1032,,,62,4,360,,,,,,,,,20,801,Clouds,few clouds,02n
1483635600,2017-01-05 17:00:00 +0000 UTC,2950159,,,,268.64,268.15,269.15,1033,,,62,4,360,,,,,,,,,20,801,Clouds,few clouds,02n
1483639200,2017-01-05 18:00:00 +0000 UTC,2950159,,,,268.15,268.15,268.15,1034,,,67,4,350,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483642800,2017-01-05 19:00:00 +0000 UTC,2950159,,,,268.15,268.15,268.15,1034,,,67,3,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483646400,2017-01-05 20:00:00 +0000 UTC,2950159,,,,267.15,267.15,267.15,1035,,,73,3,350,,,,,,,,,20,801,Clouds,few clouds,02n
1483650000,2017-01-05 21:00:00 +0000 UTC,2950159,,,,267.15,267.15,267.15,1036,,,73,3,330,,,,,,,,,40,802,Clouds,scattered clouds,03n
1483653600,2017-01-05 22:00:00 +0000 UTC,2950159,,,,267.15,267.15,267.15,1036,,,73,3,350,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483657200,2017-01-05 23:00:00 +0000 UTC,2950159,,,,266.66,266.15,267.15,1037,,,79,2,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483660800,2017-01-06 00:00:00 +0000 UTC,2950159,,,,266.15,266.15,266.15,1037,,,79,2,350,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483664400,2017-01-06 01:00:00 +0000 UTC,2950159,,,,266.66,266.15,267.15,1038,,,79,1,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483668000,2017-01-06 02:00:00 +0000 UTC,2950159,,,,266.15,266.15,266.15,1038,,,79,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483671600,2017-01-06 03:00:00 +0000 UTC,2950159,,,,266.64,266.15,267.15,1038,,,73,2,360,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483675200,2017-01-06 04:00:00 +0000 UTC,2950159,,,,265.13,264.15,266.15,1039,,,73,2,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483678800,2017-01-06 05:00:00 +0000 UTC,2950159,,,,266.15,266.15,266.15,1039,,,79,2,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483682400,2017-01-06 06:00:00 +0000 UTC,2950159,,,,265.64,265.15,266.15,1040,,,79,2,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483686000,2017-01-06 07:00:00 +0000 UTC,2950159,,,,266.15,266.15,266.15,1040,,,79,2,340,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483689600,2017-01-06 08:00:00 +0000 UTC,2950159,,,,265.66,265.15,266.15,1040,,,78,1,320,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483693200,2017-01-06 09:00:00 +0000 UTC,2950159,,,,264.64,264.15,265.15,1041,,,85,2,290,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483696800,2017-01-06 10:00:00 +0000 UTC,2950159,,,,267.15,267.15,267.15,1041,,,79,2,300,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483700400,2017-01-06 11:00:00 +0000 UTC,2950159,,,,269.15,269.15,269.15,1041,,,68,3,340,,,,,,,,,20,801,Clouds,few clouds,02d
1483704000,2017-01-06 12:00:00 +0000 UTC,2950159,,,,269.15,269.15,269.15,1040,,,68,3,290,,,,,,,,,20,801,Clouds,few clouds,02d
1483707600,2017-01-06 13:00:00 +0000 UTC,2950159,,,,269.64,269.15,270.15,1040,,,63,3,300,,,,,,,,,20,801,Clouds,few clouds,02d
1483711200,2017-01-06 14:00:00 +0000 UTC,2950159,,,,270.15,270.15,270.15,1040,,,63,3,300,,,,,,,,,20,801,Clouds,few clouds,02d
1483714800,2017-01-06 15:00:00 +0000 UTC,2950159,,,,269.64,269.15,270.15,1040,,,63,3,290,,,,,,,,,20,801,Clouds,few clouds,02d
1483718400,2017-01-06 16:00:00 +0000 UTC,2950159,,,,267.15,267.15,267.15,1040,,,79,2,270,,,,,,,,,20,801,Clouds,few clouds,02n
1483722000,2017-01-06 17:00:00 +0000 UTC,2950159,,,,266.15,266.15,266.15,1040,,,79,2,260,,,,,,,,,20,801,Clouds,few clouds,02n
1483725600,2017-01-06 18:00:00 +0000 UTC,2950159,,,,266.13,265.15,267.15,1040,,,79,1,300,,,,,,,,,20,801,Clouds,few clouds,02n
1483729200,2017-01-06 19:00:00 +0000 UTC,2950159,,,,265.15,265.15,265.15,1040,,,85,2,260,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483732800,2017-01-06 20:00:00 +0000 UTC,2950159,,,,263.62,262.15,265.15,1040,,,85,1,280,,,,,,,,,20,801,Clouds,few clouds,02n
1483736400,2017-01-06 21:00:00 +0000 UTC,2950159,,,,264.64,264.15,265.15,1040,,,85,0,280,,,,,,,,,20,801,Clouds,few clouds,02n
1483740000,2017-01-06 22:00:00 +0000 UTC,2950159,,,,264.13,263.15,265.15,1039,,,85,0,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483743600,2017-01-06 23:00:00 +0000 UTC,2950159,,,,263.13,262.15,264.15,1039,,,92,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483747200,2017-01-07 00:00:00 +0000 UTC,2950159,,,,263.13,262.15,264.15,1039,,,92,1,240,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483750800,2017-01-07 01:00:00 +0000 UTC,2950159,,,,263.6,261.15,266.15,1038,,,85,1,0,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483754400,2017-01-07 02:00:00 +0000 UTC,2950159,,,,263.62,262.15,265.15,1037,,,78,2,210,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483758000,2017-01-07 03:00:00 +0000 UTC,2950159,,,,265.13,264.15,266.15,1037,,,79,3,210,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483761600,2017-01-07 04:00:00 +0000 UTC,2950159,,,,265.64,265.15,266.15,1036,,,79,4,200,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483765200,2017-01-07 05:00:00 +0000 UTC,2950159,,,,266.13,265.15,267.15,1035,,,73,4,200,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483768800,2017-01-07 06:00:00 +0000 UTC,2950159,,,,266.13,265.15,267.15,1034,,,73,4,210,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483772400,2017-01-07 07:00:00 +0000 UTC,2950159,,,,266.64,266.15,267.15,1033,,,73,4,190,,,,,,,,,0,800,Clear,Sky is Clear,01n
1483776000,2017-01-07 08:00:00 +0000 UTC,2950159,,,,266.64,266.15,267.15,1033,,,73,4,210,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483779600,2017-01-07 09:00:00 +0000 UTC,2950159,,,,266.64,266.15,267.15,1032,,,73,3,200,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483783200,2017-01-07 10:00:00 +0000 UTC,2950159,,,,267.64,267.15,268.15,1032,,,67,4,210,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483786800,2017-01-07 11:00:00 +0000 UTC,2950159,,,,267.64,267.15,268.15,1031,,,67,4,200,,,,,,,,,0,800,Clear,Sky is Clear,01d
1483790400,2017-01-07 12:00:00 +0000 UTC,2950159,,,,268.15,268.15,268.15,1030,,,67,4,200,,,,,,,,,75,803,Clouds,broken clouds,04d
1483794000,2017-01-07 13:00:00 +0000 UTC,2950159,,,,268.15,268.15,268.15,1029,,,73,5,200,,,,,,,,,75,600,Snow,light snow,13d
1483797600,2017-01-07 14:00:00 +0000 UTC,2950159,,,,268.15,268.15,268.15,1027,,,79,6,180,,,,,,,,,90,600,Snow,light snow,13d
